id,text,label
1394972347308945410,#Yıkılasınisrail https://t.co/Q002Qk4vWn,1
1516026054686633984,@1dirilis_genci @Svgl79865097 #AlAqsaUnderAttack  #المسجد_الأقصي_بأعيننا #FreePalestine #FreeAhmadManasra #Aksadabaskınvar  #KeepEyeOnAlAqsa  #Gözümüzkulağımızaksada  #unchilding,0
1393484053677056001,"Şehadetin mübarek olsun cennet kuşu🕊
@yahyazned

#freepalestine🇵🇸 
#freequds🇵🇸 
#freegaza🇵🇸 
#gazaunderattack 
#gazzedekatliamvar 
#المسجد_الأقصى 

#işgalciisrail 
#i̇sraildevletdeğildir 
#siyonistisrail 
#israelterrorist 
#soysuzisrailkopekleri https://t.co/Wv7UGYKHfQ",1
1392870740890988548,"@AshrafS89866013 #Qəzzahücumaltındadır
#GazzeSaldırıAltında
#GazaUnderAttack 
#غزة_تحت_القصف 
#Gazasouslattaque
#ಗಾಜಾಅಟ್ಯಾಕ್ಅಟ್ಯಾಕ್
#Газападатакай
＃ガザ攻撃中
#Gazasottoattacco
#GazaunterBeschuss
＃加沙受到攻擊",0
1515696070386454529,"Bugün ribat noktası, okçular tepesi Mescid-i Aksa'dır. 
Her zaman olduğu gibi bugün de okçular tepesini terk etmeyeceğiz! 

#SaveAqsa
#GözümüzKulağımızAksada https://t.co/bIRLiZjbWt",0
1392461844179206148,"Uyan Ey Müslüman! İlk Kıblen, Mübarek Mescid-i Aksa’n Elden Gidiyor! #AksadaBaskınVar #AlAqsaMosque - Kampanyaya imza ver! https://t.co/S3PEEUnbZw @Change aracılığıyla",0
1393700418128125953,"İnsan Değil İnsanlık Ölüyor!

#HearGaza
#GazzaUnderAttack
#GenocideinGazza
#GazzeAtesAltinda 
#הרוצחישראל
#المسجد_الأقصى https://t.co/bLDOfYG1EV",0
1392177411106746373,"#FilistinDireniyor 
#AksadaBaskinVar #AksadaZulumVar https://t.co/B4jRJscNTN",0
1514994392154742791,"Hiç bir Zulüm baki değildir,  Hakimler hakimi güç kudret sahibi ALLAH var.
#GözümüzKulağımızAksada https://t.co/C6vYDaO08d",0
1395488979718397952,"Edilen dua ve beddualar, verilen mücadele ve dökülen şehit kanları hürmetine, siyonist terör şebekesine diz çöktüren Allah'a (c.c) hamd olsun.
#FilistinKazanıyor  
#فلسطين_تنتصر https://t.co/6gY2uzRL4F",1
